unitid,al01c01,al01c02,al01c04,al02c02,al02c01,al02c04,al04c01,al04c03,al04c04,al05c01,al05c02,al05c03,al05c04,al07c02,al07c03,al07c04,al08c03,al08c04,al08c01,al04c02,al08c02,bl01,bl02,bl03,bl04,bl05,al01c03,al02c03,al07c01,al03c03,al03c04,al03c01,al03c02,al06c02,al06c03,al06c04,al06c01,genc01,genc02,genc03,genc04,varstrat,h_samp,smplwt,"xl01c01","xl01c02","xl01c03","xl01c04","xl02c01","xl02c02","xl02c03","xl02c04","xl03c01","xl03c02","xl03c03","xl03c04","xl04c01","xl04c02","xl04c03","xl04c04","xl05c01","xl05c02","xl05c03","xl05c04","xl06c01","xl06c02","xl06c03","xl06c04","xl07c01","xl07c02","xl07c03","xl07c04","xl08c01","xl08c02","xl08c03","xl08c04","xgenc01","xgenc02","xgenc03","xgenc04"
"102119","1","0","0","3","7","3","1","0","0","0","1","0","0","0","0","0","0","0","1","2","1","","","","","","0","3","0","0","0","","","4","0","0","0","10","11","3","3","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"102137","3","16","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","3","18","","","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"102155","10","14","","15","13","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","1","","","3","27","30","","","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,10,10
"102182","3","2","0","4","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","","","1","","","0","4","0","0","0","","","2","0","1","0","11","14","4","1","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"102191","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"102207","7","8","","25","15","52","1","","","1","1","","","","","","2","","15","2","7","","","","","1","","36","","","","","","22","","5","2","41","65","38","57","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"102216","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","1","1","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"102225","2","1","","11","21","5","2","1","","","","2","","","","","5","3","10","","5","1","1","1","","","","13","","","","","","9","","3","","35","26","21","11","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"102234","6","1","","21","36","8","29","6","2","3","10","3","1","","","","3","4","37","27","15","1","1","","","","","18","5","","","","","44","3","12","1","117","118","33","27","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"102243","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","1","2","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"102261","1","1","0","4","9","4","1","0","0","1","1","0","0","0","0","0","0","0","2","3","1","","","","","","0","5","0","0","0","","","5","0","1","0","14","15","5","5","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"102270","11","9","0","17","41","13","13","2","4","7","10","1","2","0","0","0","3","2","15","21","10","","","","","","0","18","5","6","3","","","39","2","8","4","96","106","32","32","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"102289","","1","","6","","1","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","1","","1","","","9","","2","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,,10
"102298","11","2","4","9","30","","6","","","0","1","","","","","","","1","15","13","18","","","","1","","4","","1","","","","","25","","2","","63","68","4","7","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"102304","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","0","0","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"102313","2","3","","22","10","","2","","","1","6","","","","","","","","5","5","2","","","","","1","","","","","","","","4","","","","20","42","","","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,10,10
"102322","2","1","","18","24","10","7","","1","","","2","","","","","4","1","3","10","4","","","","1","","","14","","","","","","21","","6","","36","54","20","18","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"102331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"102359","9","4","0","18","48","8","17","2","4","7","9","1","2","0","0","0","2","2","16","22","10","","","","","","0","10","8","17","11","","","37","1","7","3","108","100","33","34","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"102368","32","15","0","60","171","25","65","7","17","26","33","4","8","1","0","0","7","7","58","81","37","","","","","","0","36","29","62","41","","","137","5","26","11","392","364","121","124","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"102377","15","4","","83","182","","69","","1","53","60","2","","","","","","","113","88","59","","","","1","","1","","53","","","","","193","","","6","491","487","3","1","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"102395","11","4","","2","10","","","","","","","1","2","","","","","","3","1","","","","","","1","","","","1","3","","","12","","1","3","27","19","2","6","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"102401","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"102410","4","1","","6","13","","3","","","","","","","","","","","","6","3","1","1","","","","","","","1","","","","","4","","","","27","15","","","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,10,10
"102429","3","1","0","14","23","18","2","0","0","1","2","0","1","0","0","0","1","0","5","2","1","","","","","","0","21","1","1","1","","","10","1","4","0","35","30","24","24","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"346403","3","0","0","0","3","0","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","6","0","0","0","17","O","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"102465","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","1","2","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"336042","0","1","0","3","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","0","4","0","0","31","E","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"321118","1","6","0","1","9","1","","","","","","","","","","","","","","","","","","","","","0","1","","","","","","","","","","10","7","1","1","30","O","5",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"102553","25","11","","50","105","65","20","5","4","6","14","2","3","2","1","","1","3","24","26","5","","1","1","","","3","55","25","1","1","","","104","4","23","7","212","212","72","99","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"102562","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","1","2","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"102580","6","1","","","2","4","","","","","","","1","1","","","","","1","","","","","","","1","","4","1","","","","","1","","","","10","3","4","5","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"102614","31","14","0","58","162","24","61","7","16","25","31","4","8","1","0","0","7","6","55","77","35","","","","","","0","33","28","59","39","","","130","5","25","11","373","346","115","118","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"102632","7","3","0","17","42","8","15","1","4","6","7","1","1","0","0","0","1","1","13","18","8","","","","","","0","10","7","14","9","","","32","1","6","2","92","85","28","29","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"361682","3","1","0","0","4","0","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","7","1","0","0","30","E","4",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"102669","8","7","","12","19","1","5","22","27","","3","","","","","","","","11","21","3","","","","1","","","4","2","2","","","","17","3","9","","45","63","31","37","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"102696","0","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","1","0","0","0","","","0","0","0","0","2","2","1","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"102711","0","0","0","5","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","3","0","0","0","","","1","0","0","0","6","6","3","4","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"102757","10","10","","60","86","157","12","5","5","18","17","21","10","","","","10","8","9","13","3","","1","1","","","","175","","","","","","86","2","18","10","145","189","213","198","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"102775","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","1","1","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"102845","0","0","0","4","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","2","0","0","0","","","1","0","0","0","4","5","2","2","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"102854","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","1","0","0","0","","","0","0","0","0","1","1","1","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"102906","0","0","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","1","0","0","0","","","1","0","0","0","3","4","1","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"102915","1","0","0","7","10","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","","","","","","0","8","0","0","0","","","3","0","1","0","12","11","8","8","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"102960","0","0","0","4","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","1","0","0","0","","","0","0","0","0","2","4","1","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"313391","1","1","2","0","1","0","","","","","","","","","","","","","","","","","","","","","1","8","","","","","","","","","","2","1","9","2","20","E","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"342942","1","1","","1","","2","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","2","","2","31","O","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"295107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","O","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"103060","3","1","0","15","25","19","2","0","1","1","2","0","1","0","0","0","1","0","5","3","1","","","","","","0","22","1","2","1","","","11","1","4","0","37","33","26","26","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"103079","1","0","0","6","9","6","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","","0","7","0","0","0","","","3","0","1","0","11","9","7","7","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"103097","1","","","8","17","23","1","","1","","","","","","","","","","2","3","","","1","","","","1","25","","","","","","4","","11","1","22","15","26","35","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"103103","1","0","0","7","9","7","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","","0","8","0","0","0","","","3","0","1","0","11","10","8","8","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"103112","","2","","4","3","30","3","1","1","","1","1","","","","","","","2","","","","1","","","","","18","","","","","","7","","","1","9","14","20","31","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"103121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","0","0","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"103130","2","","","4","8","4","6","","2","1","2","","2","","","","2","","","6","1","","1","","","","","5","1","","","","","11","","3","1","19","24","7","11","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"103176","2","","2","3","10","25","","","","1","","","","","","","","","3","2","","","1","","","","","27","","","","","","11","1","5","1","17","16","28","32","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"103200","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","0","1","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"302247","","2","","2","2","","0","","","","","","","","","","","","","0","","","","","","1","","","","","","","","","","","","2","4","","","31","E","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"280714","0","2","0","2","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","0","4","0","0","31","O","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"295301","0","4","0","5","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","0","9","0","0","31","O","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"103307","2","1","","2","6","5","4","","","1","","3","1","","","","","","1","1","","","1","","","","","3","","","","","","8","","9","1","15","12","6","15","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"103361","1","1","","5","2","28","","1","1","1","1","1","1","","","","","4","2","5","6","","1","","","","1","9","","","","","","8","2","12","","6","26","14","46","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"103440","3","2","0","7","13","6","3","0","1","2","3","0","0","0","0","0","0","0","4","6","2","","","","","","0","8","1","1","0","","","11","0","2","1","27","31","9","9","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"103468","3","","","","","","1","","","","","","","1","","","","","1","","","1","","","","","","","","","","","","1","","","","5","2","","","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,10,10
"103486","3","1","","10","9","43","4","4","4","1","3","","","","","","","","1","6","","","1","","","","","54","","","","","","24","","9","2","20","44","58","56","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
