unitid,cnftmen,cnftwom,cnptmen,cnptwom,ftmen1,ftmen2,ftmen4,ftmen5,ftmen6,ftmen7,ftmen8,ftmen9,ftwom1,ftwom2,ftwom4,ftwom5,ftwom6,ftwom7,ftwom8,ftwom9,icnftmen,icnftwom,icnptmen,icnptwom,iftmen1,iftmen2,iftmen4,iftmen5,iftmen6,iftmen7,iftmen8,iftmen9,iftwom1,iftwom2,iftwom4,iftwom5,iftwom6,iftwom7,iftwom8,iftwom9,iptmen1,iptmen2,iptmen3,iptmen4,iptmen5,iptmen6,iptmen7,iptmen8,iptmen9,iptwom1,iptwom2,iptwom3,iptwom4,iptwom5,iptwom6,iptwom7,iptwom8,iptwom9,ptmen1,ptmen2,ptmen3,ptmen4,ptmen5,ptmen6,ptmen7,ptmen8,ptmen9,ptwom1,ptwom2,ptwom3,ptwom4,ptwom5,ptwom6,ptwom7,ptwom8,ptwom9
"210562","","","","","0","0","0","1","0","0","0","1","1","1","0","4","0","0","0","6","","","","","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","0","1","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","3"
"210571","","","","","0","53","7","4","1","12","36","113","0","37","11","8","38","0","16","110","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","1","0","0","0","0","0","1","8","10","3","0","0","0","16","10","0","27","56"
"210580","0","0","0","0","0","1","0","0","","","","1","0","1","0","0","","","","1","Z","Z","Z","Z","Z","R","Z","Z","","","","Z","Z","R","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"210605","","","","","138","215","18","17","29","26","30","473","108","189","19","19","256","0","17","608","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","12","1223","0","11","4","0","2","16","1268","21","1152","0","19","81","0","0","9","1282"
"210669","","","","","16","103","43","9","2","13","21","207","10","44","45","4","92","0","10","205","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","18","0","4","2","0","0","4","28","0","17","0","5","6","0","0","4","32"
"210739","","","","","16","42","16","0","0","9","15","98","6","28","23","0","33","0","8","98","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","65","0","9","1","0","1","12","88","0","27","0","15","14","0","0","1","57"
"210757","0","3","0","0","0","1","0","0","","","","1","7","18","2","2","","","","32","Z","R","Z","Z","Z","R","Z","Z","","","","Z","R","R","R","R","","","","Z","Z","Z","","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"210766","1","2","0","0","1","3","1","0","","","","6","3","4","2","0","","","","11","I","I","I","I","I","I","I","I","","","","A","I","I","I","I","","","","A","I","I","","I","I","","","","Z","I","I","","I","I","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"210775","","","","","11","9","4","0","0","2","12","38","9","34","6","1","20","0","6","76","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","37","0","3","1","0","4","0","45","0","25","0","3","11","0","0","6","45"
"210809","","","","","19","18","14","5","6","9","1","72","8","2","14","2","68","2","0","96","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","1","0","0","2","0","0","0","3","0","0","0","0","5","0","0","0","5"
"210836","","","","","2","7","0","0","0","0","1","10","2","8","0","0","9","0","0","19","","","","","R","R","Z","Z","Z","Z","R","Z","R","R","Z","Z","R","Z","Z","Z","R","Z","Z","Z","Z","Z","Z","Z","Z","R","Z","R","Z","Z","R","Z","Z","Z","0","0","0","0","0","0","0","0","0","0","0","3","0","0","2","0","0","5"
"210890","","","","","7","5","","","","","","12","3","5","","","3","","","11","","","","","P","P","N","N","N","N","N","P","P","P","N","N","P","N","N","P","N","N","P","N","N","N","N","N","P","N","N","P","N","N","N","N","N","P","","","17","","","","","","17","","","13","","","","","","13"
"210906","","","","","1","14","2","0","0","0","1","18","1","15","4","0","5","0","0","25","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","0","0","0","1","1","0","0","0","0","4","0","0","0","4"
"210924","0","0","0","0","0","0","0","0","","","","0","2","0","0","0","","","","2","Z","Z","Z","Z","Z","Z","Z","Z","","","","Z","R","Z","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"210942","","","","","4","18","13","0","0","1","10","46","3","6","25","0","5","1","1","41","","","","","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","0","30","0","1","0","0","0","1","32","0","22","0","0","0","0","0","0","22"
"210960","","","","","9","68","5","4","2","0","3","91","15","26","42","0","22","0","0","105","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","8","0","0","0","1","0","0","2","11","7","0","0","0","3","0","0","0","10"
"211024","","","","","7","24","15","0","2","0","11","59","1","4","2","0","23","0","0","30","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","3","0","0","0","0","0","2","5","0","3","0","0","10","0","0","0","13"
"211079","","","","","15","31","0","13","1","8","11","79","10","28","0","10","37","0","4","89","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","54","0","0","0","4","0","3","61","1","41","0","0","9","12","0","0","63"
"211088","","","","","14","37","9","3","1","6","25","95","20","33","23","1","52","0","10","139","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","43","0","12","0","0","0","11","66","2","49","0","25","10","0","0","4","90"
"211112","","","","","3","6","3","0","0","0","3","15","2","7","1","0","7","0","0","17","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","3","0","3","0","0","0","0","6","0","1","0","2","0","0","0","0","3"
"211121","0","1","0","1","0","1","0","0","","","","1","1","5","1","0","","","","8","I","I","I","I","I","I","I","I","","","","I","I","I","I","I","","","","I","I","I","","I","I","","","","I","I","I","","I","I","","","","I","0","2","","0","0","","","","2","0","3","","0","0","","","","4"
"211130","","","","","6","7","1","0","0","0","1","15","0","0","3","1","4","0","1","9","","","","","R","R","R","Z","Z","Z","R","Z","Z","Z","R","R","R","Z","R","Z","Z","Z","Z","Z","Z","R","Z","Z","Z","Z","Z","Z","R","Z","R","Z","Z","Z","0","0","0","0","0","4","0","0","4","0","0","0","2","0","7","0","0","9"
"211158","","","","","51","255","25","16","9","52","62","470","21","109","14","15","99","0","41","299","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","5","4","0","8","1","1","0","3","22","13","10","0","7","14","3","0","0","47"
"211167","0","1","1","0","0","1","0","0","","","","1","1","0","0","0","","","","2","Z","R","R","Z","Z","R","Z","Z","","","","Z","R","Z","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","0","0","","0","0","","","","1","0","0","","0","0","","","","0"
"211176","1","1","1","1","2","5","1","0","","","","9","3","6","3","0","","","","13","I","I","I","I","I","I","I","I","","","","I","I","I","I","I","","","","I","I","I","","I","I","","","","I","I","I","","I","I","","","","I","0","3","","0","0","","","","4","0","4","","1","0","","","","6"
"211185","0","0","0","0","0","0","0","0","","","","0","1","0","0","0","","","","1","Z","Z","Z","Z","Z","Z","Z","Z","","","","Z","R","Z","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"211237","0","0","0","0","1","0","0","0","","","","1","0","0","0","0","","","","0","Z","Z","Z","Z","R","Z","Z","Z","","","","Z","Z","Z","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"211246","0","2","0","0","0","1","1","0","","","","2","1","10","0","0","","","","13","Z","R","Z","Z","Z","R","R","Z","","","","Z","R","R","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","R","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","3","","0","0","","","","3"
"211273","","","","","16","62","9","8","6","15","35","151","68","44","35","7","73","0","32","259","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","2","10","19","2","4","1","0","33","71","6","29","43","16","46","13","0","19","172"
"211291","","","","","56","185","47","15","7","39","121","470","36","64","57","5","197","0","109","468","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","1","2","0","1","1","0","0","4","9","0","1","10","12","0","0","0","4","27"
"211307","","","","","31","116","11","8","21","22","36","245","18","82","25","0","119","0","20","264","","","","","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","0","0","0","0","0","0","0","0","0","0","0","0","5","4","11","8","0","28"
"211334","1","0","0","0","1","0","0","0","","","","2","1","0","1","0","","","","2","R","Z","Z","Z","R","Z","Z","Z","","","","Z","R","Z","R","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"211343","","","","","9","33","7","0","2","5","8","64","8","18","9","8","26","0","2","71","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","69","0","4","0","0","0","2","75","1","70","0","5","12","1","0","0","89"
"211352","","","","","6","19","4","0","3","4","20","56","12","24","27","1","26","0","9","99","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","0","13","0","3","16","0","0","0","9","8","4","0","0","21"
"211361","","","","","34","232","27","8","9","36","45","391","18","74","16","20","92","0","30","250","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","4","3","0","11","1","0","1","2","22","11","0","0","4","11","0","0","3","29"
"211370","","","","","2","5","1","0","0","0","0","8","0","0","0","0","1","0","0","1","","","","","R","R","R","Z","Z","Z","Z","Z","Z","Z","Z","Z","R","Z","Z","Z","Z","Z","Z","Z","Z","R","Z","Z","Z","Z","Z","Z","Z","Z","R","Z","Z","Z","0","0","0","0","0","1","0","0","1","0","0","0","0","0","4","0","0","4"
"211398","1","1","1","2","3","6","2","0","","","","12","4","8","4","0","","","","17","I","I","I","I","I","I","I","I","","","","I","I","I","I","I","","","","I","I","I","","I","I","","","","I","I","I","","I","I","","","","I","0","3","","0","0","","","","4","0","6","","1","0","","","","9"
"209108","","","","","13","0","6","4","0","0","10","33","11","1","3","2","17","0","5","39","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","6","0","0","0","0","0","0","6","1","5","0","8","8","4","0","6","32"
"209205","0","0","0","0","0","2","0","0","","","","2","2","3","0","0","","","","5","Z","Z","Z","Z","Z","R","Z","Z","","","","Z","R","R","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"209241","","","","","12","8","0","0","0","0","2","22","2","8","1","0","2","0","0","13","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","14","0","1","0","0","0","0","15","0","6","0","1","0","0","0","0","7"
"209250","","","","","20","106","16","12","8","17","25","204","12","77","89","24","95","0","6","303","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","177","0","1","1","6","4","19","208","0","222","0","9","41","4","0","26","302"
"209287","","","","","18","26","6","1","3","4","4","62","5","4","9","0","22","0","0","40","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","14","3","2","0","1","0","0","20","0","13","1","0","19","0","0","0","33"
"209296","","","","","4","2","0","0","0","0","1","7","5","3","2","0","11","0","0","21","","","","","R","R","Z","Z","Z","Z","R","Z","R","R","R","Z","R","Z","Z","Z","R","R","R","R","Z","R","Z","R","Z","Z","R","R","R","Z","R","Z","R","Z","1","15","7","2","0","4","0","3","32","0","9","3","1","0","5","0","1","19"
"209409","","","","","7","8","4","1","0","0","1","21","7","2","4","3","7","0","1","24","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","6","0","2","0","0","0","0","8","0","2","0","0","4","0","0","0","6"
"209445","","","","","41","3","40","13","4","0","1","102","33","7","16","15","52","1","2","126","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","3","3","0","0","2","0","0","0","8","3","6","0","1","1","0","0","0","11"
"209454","0","0","0","0","3","0","0","0","","","","3","1","0","0","0","","","","1","Z","Z","Z","Z","R","Z","Z","Z","","","","Z","R","Z","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","R","Z","","Z","Z","","","","Z","0","0","","0","0","","","","0","1","0","","0","0","","","","1"
"209472","","","","","13","50","31","18","1","6","0","119","11","2","12","5","26","0","0","56","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","48","0","3","3","7","3","0","64","0","1","0","5","16","5","0","2","29"
"209490","","","","","34","638","218","306","93","94","203","1586","18","557","1221","499","1032","8","134","3469","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","2","197","50","320","3","29","2","25","628","2","120","82","353","49","60","5","15","686"
"209506","","","","","19","103","15","5","2","6","40","190","5","31","21","5","58","4","19","143","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","19","0","2","8","0","1","0","30","0","6","0","0","40","0","0","0","46"
"209524","","","","","2","14","0","0","0","0","1","17","2","6","3","2","1","0","0","14","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2"
"209542","","","","","211","1252","112","131","29","128","79","1942","50","574","118","70","701","13","80","1606","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","1","173","886","3","7","12","2","12","1096","0","117","454","10","114","55","5","12","767"
"209551","","","","","40","503","174","29","55","104","137","1042","13","249","184","37","497","14","140","1134","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","7","285","612","52","10","11","2","8","987","3","231","511","66","102","49","0","16","978"
"209603","","","","","1","13","0","0","0","0","0","14","4","4","2","0","0","0","0","10","","","","","R","R","Z","Z","Z","Z","Z","Z","R","R","R","Z","Z","Z","Z","Z","Z","R","Z","R","R","Z","Z","Z","Z","Z","R","Z","R","Z","R","Z","Z","Z","0","15","0","1","2","0","0","0","18","0","9","0","3","0","2","0","0","14"
